geneCluster	pan_category	COG1	COG2	COG3	COG4
GC00006133	cloud	X			
GC00006130	cloud	S			
GC00006131	cloud	X			
GC00004295	shell	X			
GC00003976	shell	X			
GC00007401	cloud	X			
GC00002441	shell	G			
GC00007400	cloud	X			
GC00007403	cloud	X			
GC00004294	shell	S			
GC00007402	cloud	X			
GC00007405	cloud	X			
GC00007404	cloud	X			
GC00007407	cloud	X			
GC00007406	cloud	X			
GC00004297	shell	X			
GC00001878	shell	M			
GC00002176	shell	X			
GC00000859	core	J			
GC00004299	shell	X			
GC00004298	shell	X			
GC00002177	shell	X			
GC00003441	shell	O	U		
GC00003819	shell	S			
GC00003440	shell	X			
GC00003812	shell	X			
GC00003115	shell	X			
GC00002444	shell	X			
GC00002174	shell	E			
GC00000858	core	O			
GC00003542	shell	X			
GC00004158	shell	P			
GC00005375	cloud	K			
GC00001176	core	M			
GC00003811	shell	X			
GC00007120	cloud	X			
GC00005374	shell	X			
GC00004159	shell	P			
GC00003544	shell	X			
GC00002994	shell	X			
GC00005377	shell	X			
GC00003463	shell	X			
GC00004156	shell	S			
GC00003114	shell	X			
GC00005376	shell	X			
GC00005106	shell	X			
GC00004157	shell	S			
GC00003814	shell	X			
GC00005371	cloud	X			
GC00004697	shell	K			
GC00003461	shell	E			
GC00004154	shell	S			
GC00003815	shell	X			
GC00005370	shell	X			
GC00004155	shell	S			
GC00003460	shell	X			
GC00002448	shell	S			
GC00005373	shell	X			
GC00005166	shell	X			
GC00004152	shell	X			
GC00005372	shell	X			
GC00005167	shell	X			
GC00004153	shell	X			
GC00005379	shell	X			
GC00005378	cloud	X			
GC00003466	shell	X			
GC00002170	shell	X			
GC00000672	core	V			
GC00002495	shell	V			
GC00004151	shell	X			
GC00003438	shell	J			
GC00003439	shell	K			
GC00003430	shell	X			
GC00002171	shell	I			
GC00003431	shell	E			
GC00002990	shell	G			
GC00003432	shell	S			
GC00003468	shell	L	U		
GC00002497	shell	L			
GC00002991	shell	E			
GC00003433	shell	X			
GC00002179	shell	S			
GC00007528	cloud	X			
GC00007529	cloud	X			
GC00007526	cloud	X			
GC00003434	shell	X			
GC00007527	cloud	X			
GC00007524	cloud	X			
GC00007525	cloud	X			
GC00002993	shell	L			
GC00007522	cloud	V			
GC00007523	cloud	X			
GC00007520	cloud	X			
GC00003435	shell	X			
GC00007521	cloud	X			
GC00003447	shell	L			
GC00006929	cloud	X			
GC00000537	core	S			
GC00006928	cloud	X			
GC00006699	cloud	X			
GC00006698	cloud	X			
GC00006697	cloud	F			
GC00004691	shell	X			
GC00006696	cloud	X			
GC00003436	shell	X			
GC00006695	cloud	X			
GC00006694	cloud	X			
GC00006693	cloud	O			
GC00004690	shell	X			
GC00003437	shell	X			
GC00005774	cloud	X			
GC00004693	shell	S			
GC00005678	cloud	X			
GC00004692	shell	K			
GC00005282	shell	X			
GC00002628	shell	X			
GC00001317	core	E			
GC00002629	shell	X			
GC00002622	shell	X			
GC00002623	shell	X			
GC00002620	shell	S			
GC00003110	shell	G			
GC00002153	shell	P			
GC00007121	cloud	X			
GC00000501	core	O			
GC00000671	core	E			
GC00002627	shell	S			
GC00001172	core	S			
GC00002625	shell	L			
GC00002499	shell	S			
GC00007052	cloud	X			
GC00007053	cloud	X			
GC00007050	cloud	X			
GC00007051	cloud	I			
GC00007056	cloud	X			
GC00000624	core	G			
GC00007057	cloud	X			
GC00007054	cloud	X			
GC00007055	cloud	X			
GC00007508	cloud	X			
GC00007509	cloud	X			
GC00007058	cloud	S			
GC00007059	cloud	G			
GC00006671	cloud	X			
GC00006670	cloud	S			
GC00006673	cloud	S			
GC00006904	cloud	X			
GC00006903	cloud	X			
GC00006902	cloud	X			
GC00006677	cloud	X			
GC00006676	cloud	X			
GC00000625	core	C			
GC00006679	cloud	X			
GC00001642	shell	K			
GC00006678	cloud	X			
GC00006909	cloud	X			
GC00002639	shell	K			
GC00006908	cloud	X			
GC00005797	cloud	Q			
GC00000538	core	F			
GC00004698	shell	S			
GC00001645	shell	E			
GC00002149	shell	S			
GC00000796	core	L			
GC00006015	cloud	X			
GC00006014	cloud	X			
GC00006017	cloud	X			
GC00006016	cloud	X			
GC00006011	cloud	O			
GC00006010	cloud	X			
GC00006013	cloud	X			
GC00006012	cloud	X			
GC00006019	cloud	X			
GC00001137	core	E			
GC00006018	cloud	X			
GC00005795	cloud	X			
GC00000626	core	V			
GC00007126	cloud	X			
GC00004707	shell	X			
GC00002148	shell	P			
GC00001179	core	G			
GC00000503	core	M			
GC00001136	core	S			
GC00000797	core	X			
GC00002201	shell	S			
GC00002633	shell	K			
GC00000790	core	J			
GC00002632	shell	X			
GC00000467	core	E			
GC00000627	core	D			
GC00004679	shell	X			
GC00000670	softcore	J			
GC00004678	shell	X			
GC00007124	cloud	X			
GC00007125	cloud	X			
GC00000791	core	J			
GC00004673	shell	L			
GC00004672	shell	U			
GC00004671	shell	K			
GC00004670	shell	M			
GC00001647	shell	E			
GC00004676	shell	X			
GC00004674	shell	X			
GC00002637	shell	J			
GC00003029	shell	X			
GC00003028	shell	X			
GC00002636	shell	X			
GC00007517	cloud	X			
GC00007516	cloud	X			
GC00007515	cloud	X			
GC00007514	cloud	X			
GC00007513	cloud	M			
GC00007512	cloud	X			
GC00003023	shell	X			
GC00007511	cloud	S			
GC00007510	cloud	X			
GC00007049	cloud	X			
GC00007048	cloud	X			
GC00007519	cloud	S			
GC00003022	shell	X			
GC00007518	cloud	S			
GC00006644	cloud	X			
GC00006397	cloud	X			
GC00006394	cloud	X			
GC00006647	cloud	X			
GC00001549	softcore	G			
GC00006640	cloud	X			
GC00006641	cloud	X			
GC00003021	shell	S			
GC00006390	cloud	X			
GC00006391	cloud	X			
GC00006648	cloud	X			
GC00000505	core	X			
GC00006649	cloud	X			
GC00006398	cloud	X			
GC00006399	cloud	X			
GC00001134	core	J			
GC00003020	shell	X			
GC00000276	shell	S			
GC00003971	shell	X			
GC00003452	shell	X			
GC00003027	shell	X			
GC00003970	shell	S			
GC00001646	shell	Q			
GC00006446	cloud	X			
GC00008019	cloud	X			
GC00006028	cloud	X			
GC00008018	cloud	X			
GC00006029	cloud	X			
GC00006447	cloud	X			
GC00003448	shell	S			
GC00006020	cloud	X			
GC00008013	cloud	X			
GC00006021	cloud	X			
GC00008012	cloud	X			
GC00003026	shell	X			
GC00003973	shell	X			
GC00006022	cloud	O			
GC00008011	cloud	X			
GC00008010	cloud	X			
GC00006023	cloud	U			
GC00008017	cloud	X			
GC00006024	cloud	X			
GC00004004	shell	X			
GC00008016	cloud	X			
GC00006025	cloud	X			
GC00008015	cloud	X			
GC00006026	cloud	X			
GC00008014	cloud	X			
GC00006027	cloud	X			
GC00003972	shell	U			
GC00005612	cloud	X			
GC00005613	cloud	E			
GC00005610	cloud	X			
GC00005611	cloud	X			
GC00005616	cloud	X			
GC00003603	shell	X			
GC00005614	cloud	X			
GC00005615	cloud	X			
GC00003024	shell	X			
GC00003974	shell	X			
GC00008022	cloud	X			
GC00008023	cloud	X			
GC00008020	cloud	X			
GC00005508	shell	X			
GC00008021	cloud	X			
GC00008026	cloud	X			
GC00008027	cloud	X			
GC00008024	cloud	X			
GC00008025	cloud	X			
GC00008028	cloud	X			
GC00000504	softcore	S			
GC00008029	cloud	X			
GC00006615	cloud	X			
GC00006614	cloud	X			
GC00006613	cloud	X			
GC00006612	cloud	X			
GC00005502	shell	X			
GC00006611	cloud	X			
GC00006610	cloud	X			
GC00007746	cloud	X			
GC00007747	cloud	X			
GC00007744	cloud	X			
GC00005503	cloud	X			
GC00005500	shell	X			
GC00005501	shell	X			
GC00005506	shell	X			
GC00005507	shell	X			
GC00005504	shell	X			
GC00005505	shell	X			
GC00004909	shell	X			
GC00004908	shell	X			
GC00002227	shell	Q			
GC00004459	shell	S			
GC00004901	shell	X			
GC00004900	shell	X			
GC00004681	shell	X			
GC00004903	shell	S			
GC00005618	cloud	X			
GC00005619	cloud	X			
GC00004902	shell	X			
GC00007213	cloud	X			
GC00004905	shell	X			
GC00004904	shell	S			
GC00004907	shell	X			
GC00004450	shell	S			
GC00003118	shell	X			
GC00001540	softcore	X			
GC00002888	shell	X			
GC00000509	core	E	H		
GC00002222	shell	P			
GC00003116	shell	M			
GC00002223	shell	S			
GC00002889	shell	X			
GC00002220	shell	E			
GC00001541	softcore	S			
GC00002883	shell	X			
GC00007742	cloud	X			
GC00002886	shell	X			
GC00002887	shell	X			
GC00000465	core	S			
GC00002205	shell	S			
GC00004688	shell	S			
GC00002998	shell	X			
GC00004689	shell	S			
GC00002999	shell	X			
GC00004186	shell	S			
GC00002228	shell	Q			
GC00007215	cloud	X			
GC00007740	cloud	X			
GC00005489	shell	X			
GC00002885	shell	S			
GC00007741	cloud	X			
GC00005488	shell	X			
GC00005483	shell	P			
GC00005482	shell	P			
GC00005481	shell	X			
GC00005480	shell	S			
GC00002312	shell	X			
GC00005487	shell	X			
GC00005486	shell	P			
GC00001076	core	C			
GC00005485	shell	P			
GC00001556	shell	M			
GC00005484	shell	P			
GC00004358	shell	X			
GC00004359	shell	S			
GC00004428	shell	X			
GC00002082	shell	H			
GC00004429	shell	E			
GC00004422	shell	X			
GC00002083	shell	S			
GC00005720	cloud	X			
GC00003445	shell	J			
GC00001544	softcore	S			
GC00002080	shell	Q			
GC00003446	shell	X			
GC00002860	shell	S			
GC00006289	cloud	V			
GC00006826	cloud	X			
GC00006827	cloud	X			
GC00005970	cloud	X			
GC00002081	shell	S			
GC00006828	cloud	X			
GC00002861	shell	X			
GC00001697	shell	V			
GC00002862	shell	X			
GC00002311	shell	H			
GC00003488	shell	X			
GC00006829	cloud	X			
GC00002863	shell	X			
GC00002086	shell	K			
GC00001694	shell	X			
GC00002865	shell	X			
GC00003484	shell	Q			
GC00003487	shell	M			
GC00002087	shell	H			
GC00003486	shell	S			
GC00002867	shell	X			
GC00003481	shell	S			
GC00000622	softcore	C			
GC00006538	cloud	X			
GC00003483	shell	X			
GC00002869	shell	X			
GC00003482	shell	X			
GC00005775	cloud	X			
GC00007044	cloud	X			
GC00007047	cloud	T			
GC00002314	shell	L			
GC00002084	shell	E			
GC00007046	cloud	X			
GC00007739	cloud	X			
GC00005790	cloud	X			
GC00005591	cloud	X			
GC00005590	cloud	X			
GC00005593	cloud	X			
GC00007738	cloud	X			
GC00005592	cloud	X			
GC00005595	cloud	X			
GC00005594	cloud	X			
GC00005597	cloud	X			
GC00007733	cloud	O			
GC00007732	cloud	X			
GC00000740	core	U			
GC00002085	shell	S			
GC00002315	shell	Q			
GC00007731	cloud	X			
GC00007730	cloud	X			
GC00002088	shell	H			
GC00007737	cloud	X			
GC00002318	shell	F			
GC00007736	cloud	X			
GC00007735	cloud	X			
GC00001693	shell	S			
GC00007734	cloud	X			
GC00002319	shell	X			
GC00002248	shell	P			
GC00002089	shell	E			
GC00006396	cloud	X			
GC00006178	cloud	X			
GC00006179	cloud	X			
GC00002249	shell	X			
GC00006645	cloud	X			
GC00002997	shell	X			
GC00007168	cloud	X			
GC00007169	cloud	X			
GC00007166	cloud	L			
GC00006172	cloud	S			
GC00007167	cloud	X			
GC00007164	cloud	X			
GC00007165	cloud	S			
GC00002244	shell	S			
GC00007162	cloud	X			
GC00006173	cloud	X			
GC00007163	cloud	X			
GC00007160	cloud	X			
GC00007161	cloud	X			
GC00007104	cloud	X			
GC00006170	cloud	X			
GC00006821	cloud	S			
GC00006822	cloud	X			
GC00007106	cloud	X			
GC00007788	cloud	X			
GC00007107	cloud	X			
GC00007789	cloud	X			
GC00006171	cloud	X			
GC00002245	shell	X			
GC00007100	cloud	X			
GC00007782	cloud	X			
GC00007101	cloud	X			
GC00007783	cloud	V			
GC00007102	cloud	X			
GC00007780	cloud	X			
GC00006176	cloud	X			
GC00007103	cloud	X			
GC00007781	cloud	X			
GC00007108	cloud	X			
GC00007786	cloud	X			
GC00007109	cloud	X			
GC00007787	cloud	X			
GC00005887	cloud	X			
GC00007784	cloud	X			
GC00006177	cloud	X			
GC00007785	cloud	X			
GC00005886	cloud	X			
GC00005885	cloud	X			
GC00005884	cloud	X			
GC00006174	cloud	S			
GC00005883	cloud	X			
GC00000623	core	E			
GC00005882	cloud	X			
GC00005881	cloud	S			
GC00005880	cloud	X			
GC00006175	cloud	X			
GC00005111	shell	X			
GC00006395	cloud	X			
GC00004895	shell	S			
GC00005889	cloud	S			
GC00005888	cloud	S			
GC00006392	cloud	X			
GC00006393	cloud	X			
GC00004894	shell	P			
GC00004893	shell	S			
GC00004892	shell	X			
GC00006509	cloud	X			
GC00006823	cloud	K			
GC00006569	cloud	X			
GC00006508	cloud	X			
GC00006568	cloud	X			
GC00006565	cloud	X			
GC00006564	cloud	X			
GC00006567	cloud	X			
GC00002247	shell	Q			
GC00004891	shell	X			
GC00006566	cloud	X			
GC00006503	cloud	X			
GC00006561	cloud	X			
GC00006502	cloud	X			
GC00006560	cloud	X			
GC00006501	cloud	X			
GC00006563	cloud	S			
GC00006500	cloud	X			
GC00002196	shell	X			
GC00006562	cloud	X			
GC00006507	cloud	X			
GC00006506	cloud	X			
GC00006505	cloud	X			
GC00006504	cloud	X			
GC00002197	shell	X			
GC00005089	shell	X			
GC00005088	shell	X			
GC00005087	shell	X			
GC00002241	shell	X			
GC00005086	shell	X			
GC00005085	shell	X			
GC00005084	shell	X			
GC00001032	core	L			
GC00005083	shell	S			
GC00002191	shell	C			
GC00005081	shell	P			
GC00001778	shell	F			
GC00005080	shell	S			
GC00003360	shell	X			
GC00002243	shell	M			
GC00001033	core	O			
GC00005959	cloud	X			
GC00005958	cloud	X			
GC00007218	cloud	X			
GC00007219	cloud	X			
GC00007748	cloud	X			
GC00001691	shell	O			
GC00007749	cloud	S			
GC00007760	cloud	L			
GC00007210	cloud	X			
GC00007761	cloud	X			
GC00007211	cloud	S			
GC00007762	cloud	X			
GC00007212	cloud	X			
GC00007763	cloud	X			
GC00007745	cloud	X			
GC00002192	shell	I			
GC00007764	cloud	E			
GC00007765	cloud	X			
GC00007743	cloud	X			
GC00007766	cloud	X			
GC00007216	cloud	X			
GC00007767	cloud	X			
GC00007217	cloud	X			
GC00007768	cloud	V			
GC00006169	cloud	X			
GC00007769	cloud	X			
GC00006168	cloud	X			
GC00006411	cloud	X			
GC00006161	cloud	X			
GC00006160	cloud	X			
GC00006163	cloud	X			
GC00006162	cloud	S			
GC00004785	shell	X			
GC00006164	cloud	X			
GC00006167	cloud	X			
GC00006166	cloud	S			
GC00005227	shell	X			
GC00001775	shell	M			
GC00000909	core	T			
GC00002198	shell	X			
GC00002283	shell	S			
GC00000393	core	I			
GC00001271	core	S			
GC00002199	shell	V			
GC00001030	core	J			
GC00002668	shell	X			
GC00002669	shell	X			
GC00005110	shell	X			
GC00007018	cloud	K			
GC00007019	cloud	S			
GC00007016	cloud	S			
GC00007017	cloud	X			
GC00007014	cloud	X			
GC00007015	cloud	X			
GC00007012	cloud	X			
GC00007013	cloud	X			
GC00007010	cloud	X			
GC00007011	cloud	X			
GC00006245	cloud	X			
GC00002285	shell	S			
GC00005113	shell	X			
GC00001031	core	F			
GC00005112	shell	X			
GC00006639	cloud	L			
GC00006638	cloud	S			
GC00006635	cloud	M			
GC00006634	cloud	X			
GC00006637	cloud	X			
GC00006636	cloud	X			
GC00006631	cloud	X			
GC00006630	cloud	X			
GC00006633	cloud	X			
GC00006632	cloud	S			
GC00002287	shell	P			
GC00000394	core	S			
GC00005238	shell	S			
GC00005239	shell	X			
GC00005948	cloud	K			
GC00005949	cloud	S			
GC00005230	shell	X			
GC00002288	shell	X			
GC00005231	shell	X			
GC00005232	shell	X			
GC00001036	core	E			
GC00005233	shell	X			
GC00002289	shell	P			
GC00005977	cloud	X			
GC00005976	cloud	X			
GC00005234	shell	X			
GC00005235	shell	X			
GC00001037	core	X			
GC00005236	shell	S			
GC00005237	shell	X			
GC00001035	core	H			
GC00001293	core	K			
GC00003221	shell	X			
GC00003220	shell	F			
GC00001363	softcore	M			
GC00005068	shell	X			
GC00005952	cloud	S			
GC00003225	shell	X			
GC00000904	core	E			
GC00003224	shell	S			
GC00003226	shell	X			
GC00001360	softcore	S			
GC00001296	core	E			
GC00006445	cloud	S			
GC00001039	core	G			
GC00000397	shell	D			
GC00004027	shell	X			
GC00006442	cloud	X			
GC00005975	cloud	X			
GC00001780	shell	X			
GC00005788	cloud	X			
GC00005789	cloud	X			
GC00001747	shell	S			
GC00000906	softcore	E			
GC00001361	softcore	E			
GC00000901	core	H			
GC00001772	shell	S			
GC00007264	cloud	S			
GC00001295	core	S			
GC00005979	cloud	X			
GC00005978	cloud	X			
GC00007838	cloud	X			
GC00007839	cloud	X			
GC00007348	cloud	D			
GC00007349	cloud	X			
GC00004457	shell	X			
GC00007830	cloud	S			
GC00007343	cloud	X			
GC00007340	cloud	X			
GC00007341	cloud	S			
GC00007346	cloud	X			
GC00007347	cloud	X			
GC00004456	shell	X			
GC00007344	cloud	S			
GC00007345	cloud	X			
GC00001748	shell	S			
GC00005955	cloud	X			
GC00004455	shell	Q			
GC00004805	shell	X			
GC00004454	shell	K			
GC00005222	shell	X			
GC00004453	shell	X			
GC00004452	shell	X			
GC00004808	shell	S			
GC00000900	core	F			
GC00004451	shell	X			
GC00001160	core	O			
GC00005136	shell	X			
GC00005135	shell	X			
GC00001783	shell	X			
GC00006825	cloud	X			
GC00000874	core	S			
GC00004906	shell	S			
GC00000927	core	E			
GC00001199	core	M			
GC00000903	core	E			
GC00000926	core	E			
GC00001366	softcore	E			
GC00001198	core	H			
GC00006769	cloud	X			
GC00006768	cloud	X			
GC00006767	cloud	S			
GC00006766	cloud	S			
GC00006765	cloud	G			
GC00006764	cloud	X			
GC00006763	cloud	X			
GC00006762	cloud	X			
GC00001191	core	S			
GC00006761	cloud	X			
GC00006760	cloud	X			
GC00005263	shell	S			
GC00005262	shell	X			
GC00005261	shell	X			
GC00001165	core	F			
GC00005260	shell	X			
GC00005267	shell	S			
GC00005266	shell	X			
GC00005265	shell	S			
GC00000924	core	F			
GC00005264	shell	X			
GC00001166	core	S			
GC00000923	core	J			
GC00004019	shell	X			
GC00004018	shell	X			
GC00001167	core	S			
GC00001193	core	I			
GC00001168	core	P			
GC00001234	core	E			
GC00000922	softcore	H			
GC00001192	softcore	S			
GC00001169	core	M			
GC00005269	shell	X			
GC00005138	shell	X			
GC00005268	shell	X			
GC00000921	core	M			
GC00001364	softcore	H			
GC00001195	core	S			
GC00000920	core	G			
GC00000566	core	S			
GC00001231	core	P			
GC00006443	cloud	X			
GC00004025	shell	X			
GC00006440	cloud	X			
GC00001365	softcore	F			
GC00000929	core	I			
GC00000565	core	C			
GC00001232	core	G			
GC00000928	core	H			
GC00006781	cloud	S			
GC00006780	cloud	K			
GC00006783	cloud	X			
GC00006782	cloud	M			
GC00006785	cloud	X			
GC00006784	cloud	X			
GC00006787	cloud	X			
GC00006786	cloud	X			
GC00006789	cloud	X			
GC00006788	cloud	X			
GC00005205	shell	X			
GC00001368	softcore	S			
GC00005061	shell	X			
GC00000564	core	E			
GC00005060	shell	L			
GC00001197	core	E			
GC00005063	shell	M			
GC00001257	core	J			
GC00005414	cloud	X			
GC00005207	shell	X			
GC00005062	shell	X			
GC00005206	shell	X			
GC00005415	shell	X			
GC00005201	shell	S			
GC00007908	cloud	X			
GC00007909	cloud	X			
GC00007904	cloud	X			
GC00007905	cloud	X			
GC00007906	cloud	X			
GC00007907	cloud	X			
GC00007900	cloud	X			
GC00007901	cloud	S			
GC00007902	cloud	X			
GC00001788	shell	X			
GC00007903	cloud	X			
GC00004716	shell	X			
GC00001253	core	S			
GC00005416	shell	X			
GC00005203	shell	X			
GC00005064	shell	P			
GC00005417	shell	X			
GC00005209	shell	X			
GC00001196	softcore	H			
GC00005208	shell	X			
GC00000563	core	J			
GC00001034	core	E			
GC00005410	shell	X			
GC00004706	shell	X			
GC00001258	core	I			
GC00005066	shell	X			
GC00002816	shell	X			
GC00006441	cloud	X			
GC00005411	shell	X			
GC00003901	shell	X			
GC00004016	shell	X			
GC00001259	core	P			
GC00003902	shell	M			
GC00002666	shell	N	U		
GC00004704	shell	X			
GC00003904	shell	M			
GC00005412	shell	X			
GC00004703	shell	X			
GC00003906	shell	M			
GC00002664	shell	X			
GC00002665	shell	X			
GC00005217	shell	X			
GC00002662	shell	S			
GC00002663	shell	X			
GC00002660	shell	S			
GC00004700	shell	X			
GC00004879	shell	X			
GC00004878	shell	L			
GC00001505	softcore	F			
GC00000828	core	F			
GC00004014	shell	X			
